0.004902	0.995098	0.500000
0.014706	0.995098	0.500000
0.024510	0.995098	0.500000
0.034314	0.995098	0.500000
0.044118	0.995098	0.500000
0.053922	0.995098	0.500000
0.063725	0.995098	0.500000
0.073529	0.995098	0.500000
0.083333	0.995098	0.500000
0.093137	0.995098	0.500000
0.102941	0.995098	0.500000
0.112745	0.995098	0.500000
0.122549	0.995098	0.500000
0.132353	0.995098	0.500000
0.142157	0.995098	0.500000
0.151961	0.995098	0.500000
0.161765	0.995098	0.500000
0.171569	0.995098	0.500000
0.181373	0.995098	0.500000
0.191176	0.995098	0.500000
0.200980	0.995098	0.500000
0.210784	0.995098	0.500000
0.220588	0.995098	0.500000
0.230392	0.995098	0.500000
0.240196	0.995098	0.500000
0.250000	0.995098	0.500000
0.259804	0.995098	0.500000
0.269608	0.995098	0.500000
0.279412	0.995098	0.500000
0.289216	0.995098	0.500000
0.299020	0.995098	0.500000
0.308824	0.995098	0.500000
0.318627	0.995098	0.500000
0.328431	0.995098	0.500000
0.338235	0.995098	0.500000
0.348039	0.995098	0.500000
0.357843	0.995098	0.500000
0.367647	0.995098	0.500000
0.377451	0.995098	0.500000
0.387255	0.995098	0.500000
0.397059	0.995098	0.500000
0.406863	0.995098	0.500000
0.416667	0.995098	0.500000
0.426471	0.995098	0.500000
0.436275	0.995098	0.500000
0.446078	0.995098	0.500000
0.455882	0.995098	0.500000
0.465686	0.995098	0.500000
0.475490	0.995098	0.500000
0.485294	0.995098	0.500000
0.495098	0.995098	0.500000
0.504902	0.995098	0.500000
0.514706	0.995098	0.500000
0.524510	0.995098	0.500000
0.534314	0.995098	0.500000
0.544118	0.995098	0.500000
0.553922	0.995098	0.500000
0.563726	0.995098	0.500000
0.573529	0.995098	0.500000
0.583333	0.995098	0.500000
0.593137	0.995098	0.500000
0.602941	0.995098	0.500000
0.612745	0.995098	0.500000
0.622549	0.995098	0.500000
0.632353	0.995098	0.500000
0.642157	0.995098	0.500000
0.651961	0.995098	0.500000
0.661765	0.995098	0.500000
0.671569	0.995098	0.500000
0.681373	0.995098	0.500000
0.691176	0.995098	0.500000
0.700980	0.995098	0.500000
0.710784	0.995098	0.500000
0.720588	0.995098	0.500000
0.730392	0.995098	0.500000
0.740196	0.995098	0.500000
0.750000	0.995098	0.500000
0.759804	0.995098	0.500000
0.769608	0.995098	0.500000
0.779412	0.995098	0.500000
0.789216	0.995098	0.500000
0.799020	0.995098	0.500000
0.808824	0.995098	0.500000
0.818627	0.995098	0.500000
0.828431	0.995098	0.500000
0.838235	0.995098	0.500000
0.848039	0.995098	0.500000
0.857843	0.995098	0.500000
0.867647	0.995098	0.500000
0.877451	0.995098	0.500000
0.887255	0.995098	0.500000
0.897059	0.995098	0.500000
0.906863	0.995098	0.500000
0.916667	0.995098	0.500000
0.926471	0.995098	0.500000
0.936275	0.995098	0.500000
0.946078	0.995098	0.500000
0.955882	0.995098	0.500000
0.965686	0.995098	0.500000
0.975490	0.995098	0.500000
0.985294	0.995098	0.500000
0.995098	0.995098	0.500000
0.004902	0.985294	1.490099
0.014706	0.985294	1.379070
0.024510	0.985294	1.270219
0.034314	0.985294	1.165594
0.044118	0.985294	1.067006
0.053922	0.985294	0.975929
0.063725	0.985294	0.893444
0.073529	0.985294	0.820210
0.083333	0.985294	0.756469
0.093137	0.985294	0.702084
0.102941	0.985294	0.656599
0.112745	0.985294	0.619310
0.122549	0.985294	0.589345
0.132353	0.985294	0.565744
0.142157	0.985294	0.547526
0.151961	0.985294	0.533744
0.161765	0.985294	0.523526
0.171569	0.985294	0.516103
0.181373	0.985294	0.510818
0.191176	0.985294	0.507133
0.200980	0.985294	0.504614
0.210784	0.985294	0.502928
0.220588	0.985294	0.501822
0.230392	0.985294	0.501112
0.240196	0.985294	0.500666
0.250000	0.985294	0.500390
0.259804	0.985294	0.500224
0.269608	0.985294	0.500126
0.279412	0.985294	0.500070
0.289216	0.985294	0.500038
0.299020	0.985294	0.500020
0.308824	0.985294	0.500010
0.318627	0.985294	0.500005
0.328431	0.985294	0.500003
0.338235	0.985294	0.500001
0.348039	0.985294	0.500001
0.357843	0.985294	0.500000
0.367647	0.985294	0.500000
0.377451	0.985294	0.500000
0.387255	0.985294	0.500000
0.397059	0.985294	0.500000
0.406863	0.985294	0.500000
0.416667	0.985294	0.500000
0.426471	0.985294	0.500000
0.436275	0.985294	0.500000
0.446078	0.985294	0.500000
0.455882	0.985294	0.500000
0.465686	0.985294	0.500000
0.475490	0.985294	0.500000
0.485294	0.985294	0.500000
